2016/05/01;3;7;Kimi Raikkonen;Ferrari;53;+31.998s;3;15;
2016/05/01;4;77;Valtteri Bottas;Williams Mercedes;53;+50.217s;2;12;
2016/05/01;5;19;Felipe Massa;Williams Mercedes;53;+74.427s;4;10;
2016/05/01;6;14;Fernando Alonso;McLaren Honda;52;+1 lap;14;8;
2016/05/01;7;20;Kevin Magnussen;Renault;52;+1 lap;17;6;
2016/05/01;8;8;Romain Grosjean;Haas Ferrari;52;+1 lap;15;4;
2016/05/01;9;11;Sergio Perez;Force India Mercedes;52;+1 lap;6;2;
2016/05/01;10;22;Jenson Button;McLaren Honda;52;+1 lap;12;1;
2016/05/01;11;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;52;+1 lap;5;0;
2016/05/01;12;55;Carlos Sainz;Toro Rosso Ferrari;52;+1 lap;11;0;
2016/05/01;13;30;Jolyon Palmer;Renault;52;+1 lap;18;0;
2016/05/01;14;9;Marcus Ericsson;Sauber Ferrari;52;+1 lap;22;0;
2016/05/01;15;26;Daniil Kvyat;Red Bull Racing TAG Heuer;52;+1 lap;8;0;
2016/05/01;16;12;Felipe Nasr;Sauber Ferrari;52;+1 lap;19;0;
2016/05/01;17;21;Esteban Gutierrez;Haas Ferrari;52;+1 lap;16;0;
2016/05/01;18;94;Pascal Wehrlein;MRT Mercedes;51;+2 laps;20;0;
2016/05/01;NC;33;Max Verstappen;Toro Rosso Ferrari;33;DNF;9;0;
2016/05/01;NC;5;Sebastian Vettel;Ferrari;0;DNF;7;0;
2016/05/01;NC;27;Nico Hulkenberg;Force India Mercedes;0;DNF;13;0;
2016/05/01;NC;88;Rio Haryanto;MRT Mercedes;0;DNF;21;0;
2016/05/15;1;33;Max Verstappen;Red Bull Racing TAG Heuer;66;1:41:40.017;4;25;
2016/05/15;2;7;Kimi Raikkonen;Ferrari;66;+0.616s;5;18;
2016/05/15;3;5;Sebastian Vettel;Ferrari;66;+5.581s;6;15;
2016/05/15;4;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;66;+43.950s;3;12;
2016/05/15;5;77;Valtteri Bottas;Williams Mercedes;66;+45.271s;7;10;
2016/05/15;6;55;Carlos Sainz;Toro Rosso Ferrari;66;+61.395s;8;8;
2016/05/15;7;11;Sergio Perez;Force India Mercedes;66;+79.538s;9;6;
2016/05/15;8;19;Felipe Massa;Williams Mercedes;66;+80.707s;18;4;
2016/05/15;9;22;Jenson Button;McLaren Honda;65;+1 lap;12;2;
2016/05/15;10;26;Daniil Kvyat;Toro Rosso Ferrari;65;+1 lap;13;1;
2016/05/15;11;21;Esteban Gutierrez;Haas Ferrari;65;+1 lap;16;0;
2016/05/15;12;9;Marcus Ericsson;Sauber Ferrari;65;+1 lap;19;0;
2016/05/15;13;30;Jolyon Palmer;Renault;65;+1 lap;17;0;
2016/05/15;14;12;Felipe Nasr;Sauber Ferrari;65;+1 lap;20;0;
2016/05/15;15;20;Kevin Magnussen;Renault;65;+1 lap;15;0;
2016/05/15;16;94;Pascal Wehrlein;MRT Mercedes;65;+1 lap;21;0;
2016/05/15;17;88;Rio Haryanto;MRT Mercedes;65;+1 lap;22;0;
2016/05/15;NC;8;Romain Grosjean;Haas Ferrari;56;DNF;14;0;
2016/05/15;NC;14;Fernando Alonso;McLaren Honda;45;DNF;10;0;
2016/05/15;NC;27;Nico Hulkenberg;Force India Mercedes;20;DNF;11;0;
2016/05/15;NC;44;Lewis Hamilton;Mercedes;0;DNF;1;0;
2016/05/15;NC;6;Nico Rosberg;Mercedes;0;DNF;2;0;
2016/05/29;1;44;Lewis Hamilton;Mercedes;78;1:59:29.133;3;25;
2016/05/29;2;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;78;+7.252s;1;18;
2016/05/29;3;11;Sergio Perez;Force India Mercedes;78;+13.825s;7;15;
2016/05/29;4;5;Sebastian Vettel;Ferrari;78;+15.846s;4;12;
2016/05/29;5;14;Fernando Alonso;McLaren Honda;78;+85.076s;9;10;
2016/05/29;6;27;Nico Hulkenberg;Force India Mercedes;78;+92.999s;5;8;
2016/05/29;7;6;Nico Rosberg;Mercedes;78;+93.290s;2;6;
2016/05/29;8;55;Carlos Sainz;Toro Rosso Ferrari;77;+1 lap;6;4;
2016/05/29;9;22;Jenson Button;McLaren Honda;77;+1 lap;13;2;
2016/05/29;10;19;Felipe Massa;Williams Mercedes;77;+1 lap;14;1;
2016/05/29;11;21;Esteban Gutierrez;Haas Ferrari;77;+1 lap;12;0;
2016/05/29;12;77;Valtteri Bottas;Williams Mercedes;77;+1 lap;10;0;
2016/05/29;13;8;Romain Grosjean;Haas Ferrari;76;+2 laps;15;0;
2016/05/29;14;94;Pascal Wehrlein;MRT Mercedes;76;+2 laps;20;0;
2016/05/29;15;88;Rio Haryanto;MRT Mercedes;74;+4 laps;19;0;
2016/05/29;NC;9;Marcus Ericsson;Sauber Ferrari;51;DNF;17;0;
2016/05/29;NC;12;Felipe Nasr;Sauber Ferrari;48;DNF;0;0;
2016/05/29;NC;33;Max Verstappen;Red Bull Racing TAG Heuer;34;DNF;0;0;
2016/05/29;NC;20;Kevin Magnussen;Renault;32;DNF;16;0;
2016/05/29;NC;26;Daniil Kvyat;Toro Rosso Ferrari;18;DNF;8;0;
2016/05/29;NC;7;Kimi Raikkonen;Ferrari;10;DNF;11;0;
2016/05/29;NC;30;Jolyon Palmer;Renault;7;DNF;18;0;
2016/06/12;1;44;Lewis Hamilton;Mercedes;70;1:31:05.296;1;25;
2016/06/12;2;5;Sebastian Vettel;Ferrari;70;+5.011s;3;18;
2016/06/12;3;77;Valtteri Bottas;Williams Mercedes;70;+46.422s;7;15;
2016/06/12;4;33;Max Verstappen;Red Bull Racing TAG Heuer;70;+53.020s;5;12;
2016/06/12;5;6;Nico Rosberg;Mercedes;70;+62.093s;2;10;
2016/06/12;6;7;Kimi Raikkonen;Ferrari;70;+63.017s;6;8;
2016/06/12;7;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;70;+63.634s;4;6;
2016/06/12;8;27;Nico Hulkenberg;Force India Mercedes;69;+1 lap;9;4;
2016/06/12;9;55;Carlos Sainz;Toro Rosso Ferrari;69;+1 lap;20;2;
2016/06/12;10;11;Sergio Perez;Force India Mercedes;69;+1 lap;11;1;
2016/06/12;11;14;Fernando Alonso;McLaren Honda;69;+1 lap;10;0;
2016/06/12;12;26;Daniil Kvyat;Toro Rosso Ferrari;69;+1 lap;15;0;
2016/06/12;13;21;Esteban Gutierrez;Haas Ferrari;68;+2 laps;13;0;
2016/06/12;14;8;Romain Grosjean;Haas Ferrari;68;+2 laps;14;0;
2016/06/12;15;9;Marcus Ericsson;Sauber Ferrari;68;+2 laps;21;0;
2016/06/12;16;20;Kevin Magnussen;Renault;68;+2 laps;22;0;
2016/06/12;17;94;Pascal Wehrlein;MRT Mercedes;68;+2 laps;17;0;
2016/06/12;18;12;Felipe Nasr;Sauber Ferrari;68;+2 laps;18;0;
2016/06/12;19;88;Rio Haryanto;MRT Mercedes;68;+2 laps;19;0;
2016/06/12;NC;19;Felipe Massa;Williams Mercedes;35;DNF;8;0;
2016/06/12;NC;30;Jolyon Palmer;Renault;16;DNF;16;0;
2016/06/12;NC;22;Jenson Button;McLaren Honda;9;DNF;12;0;
2016/06/19;1;6;Nico Rosberg;Mercedes;51;1:32:52.366;1;25;
2016/06/19;2;5;Sebastian Vettel;Ferrari;51;+16.696s;3;18;
2016/06/19;3;11;Sergio Perez;Force India Mercedes;51;+25.241s;7;15;
2016/06/19;4;7;Kimi Raikkonen;Ferrari;51;+33.102s;4;12;
2016/06/19;5;44;Lewis Hamilton;Mercedes;51;+56.335s;10;10;
2016/06/19;6;77;Valtteri Bottas;Williams Mercedes;51;+60.886s;8;8;
2016/06/19;7;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;51;+69.229s;2;6;
2016/06/19;8;33;Max Verstappen;Red Bull Racing TAG Heuer;51;+70.696s;9;4;
2016/06/19;9;27;Nico Hulkenberg;Force India Mercedes;51;+77.708s;12;2;
2016/06/19;10;19;Felipe Massa;Williams Mercedes;51;+85.375s;5;1;
2016/06/19;11;22;Jenson Button;McLaren Honda;51;+104.817s;19;0;
2016/06/19;12;12;Felipe Nasr;Sauber Ferrari;50;+1 lap;15;0;
2016/06/19;13;8;Romain Grosjean;Haas Ferrari;50;+1 lap;11;0;
2016/06/19;14;20;Kevin Magnussen;Renault;50;+1 lap;0;0;
2016/06/19;15;30;Jolyon Palmer;Renault;50;+1 lap;21;0;
2016/06/19;16;21;Esteban Gutierrez;Haas Ferrari;50;+1 lap;14;0;
2016/06/19;17;9;Marcus Ericsson;Sauber Ferrari;50;+1 lap;20;0;
2016/06/19;18;88;Rio Haryanto;MRT Mercedes;49;+2 laps;16;0;
2016/06/19;NC;14;Fernando Alonso;McLaren Honda;42;DNF;13;0;
2016/06/19;NC;94;Pascal Wehrlein;MRT Mercedes;39;DNF;17;0;
2016/06/19;NC;55;Carlos Sainz;Toro Rosso Ferrari;31;DNF;18;0;
2016/06/19;NC;26;Daniil Kvyat;Toro Rosso Ferrari;6;DNF;6;0;
2016/07/03;1;44;Lewis Hamilton;Mercedes;71;1:27:38.107;1;25;
2016/07/03;2;33;Max Verstappen;Red Bull Racing TAG Heuer;71;+5.719s;8;18;
2016/07/03;3;7;Kimi Raikkonen;Ferrari;71;+6.024s;4;15;
2016/07/03;4;6;Nico Rosberg;Mercedes;71;+26.710s;6;12;
2016/07/03;5;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;71;+30.981s;5;10;
2016/07/03;6;22;Jenson Button;McLaren Honda;71;+37.706s;3;8;
2016/07/03;7;8;Romain Grosjean;Haas Ferrari;71;+44.668s;13;6;
2016/07/03;8;55;Carlos Sainz;Toro Rosso Ferrari;71;+47.400s;15;4;
2016/07/03;9;77;Valtteri Bottas;Williams Mercedes;70;+1 lap;7;2;
2016/07/03;10;94;Pascal Wehrlein;MRT Mercedes;70;+1 lap;12;1;
2016/07/03;11;21;Esteban Gutierrez;Haas Ferrari;70;+1 lap;11;0;
2016/07/03;12;30;Jolyon Palmer;Renault;70;+1 lap;19;0;
2016/07/03;13;12;Felipe Nasr;Sauber Ferrari;70;+1 lap;21;0;
2016/07/03;14;20;Kevin Magnussen;Renault;70;+1 lap;17;0;
2016/07/03;15;9;Marcus Ericsson;Sauber Ferrari;70;+1 lap;18;0;
2016/07/03;16;88;Rio Haryanto;MRT Mercedes;70;+1 lap;20;0;
2016/07/03;17;11;Sergio Perez;Force India Mercedes;69;DNF;16;0;
2016/07/03;18;14;Fernando Alonso;McLaren Honda;64;DNF;14;0;
2016/07/03;19;27;Nico Hulkenberg;Force India Mercedes;64;DNF;2;0;
2016/07/03;20;19;Felipe Massa;Williams Mercedes;63;DNF;10;0;
2016/07/03;NC;5;Sebastian Vettel;Ferrari;26;DNF;9;0;
2016/07/03;NC;26;Daniil Kvyat;Toro Rosso Ferrari;2;DNF;22;0;
2016/07/10;1;44;Lewis Hamilton;Mercedes;52;1:34:55.831;1;25;
2016/07/10;2;33;Max Verstappen;Red Bull Racing TAG Heuer;52;+8.250s;3;18;
2016/07/10;3;6;Nico Rosberg;Mercedes;52;+16.911s;2;15;
2016/07/10;4;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;52;+26.211s;4;12;
2016/07/10;5;7;Kimi Raikkonen;Ferrari;52;+69.743s;5;10;
2016/07/10;6;11;Sergio Perez;Force India Mercedes;52;+76.941s;10;8;
2016/07/10;7;27;Nico Hulkenberg;Force India Mercedes;52;+77.712s;8;6;
2016/07/10;8;55;Carlos Sainz;Toro Rosso Ferrari;52;+85.858s;7;4;
2016/07/10;9;5;Sebastian Vettel;Ferrari;52;+91.654s;11;2;
2016/07/10;10;26;Daniil Kvyat;Toro Rosso Ferrari;52;+92.600s;15;1;
2016/07/10;11;19;Felipe Massa;Williams Mercedes;51;+1 lap;12;0;
2016/07/10;12;22;Jenson Button;McLaren Honda;51;+1 lap;17;0;
2016/07/10;13;14;Fernando Alonso;McLaren Honda;51;+1 lap;9;0;
2016/07/10;14;77;Valtteri Bottas;Williams Mercedes;51;+1 lap;6;0;
2016/07/10;15;12;Felipe Nasr;Sauber Ferrari;51;+1 lap;22;0;
2016/07/10;16;21;Esteban Gutierrez;Haas Ferrari;51;+1 lap;14;0;
2016/07/10;17;20;Kevin Magnussen;Renault;49;DNF;16;0;
2016/07/10;NC;30;Jolyon Palmer;Renault;37;DNF;19;0;
2016/07/10;NC;88;Rio Haryanto;MRT Mercedes;24;DNF;20;0;
2016/07/10;NC;8;Romain Grosjean;Haas Ferrari;17;DNF;13;0;
2016/07/10;NC;9;Marcus Ericsson;Sauber Ferrari;11;DNF;0;0;
2016/07/10;NC;94;Pascal Wehrlein;MRT Mercedes;6;DNF;21;0;
2016/07/24;1;44;Lewis Hamilton;Mercedes;70;1:40:30.115;2;25;
2016/07/24;2;6;Nico Rosberg;Mercedes;70;+1.977s;1;18;
2016/07/24;3;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;70;+27.539s;3;15;
2016/07/24;4;5;Sebastian Vettel;Ferrari;70;+28.213s;5;12;
2016/07/24;5;33;Max Verstappen;Red Bull Racing TAG Heuer;70;+48.659s;4;10;
2016/07/24;6;7;Kimi Raikkonen;Ferrari;70;+49.044s;14;8;
2016/07/24;7;14;Fernando Alonso;McLaren Honda;69;+1 lap;7;6;
2016/07/24;8;55;Carlos Sainz;Toro Rosso Ferrari;69;+1 lap;6;4;
2016/07/24;9;77;Valtteri Bottas;Williams Mercedes;69;+1 lap;10;2;
2016/07/24;10;27;Nico Hulkenberg;Force India Mercedes;69;+1 lap;9;1;
2016/07/24;11;11;Sergio Perez;Force India Mercedes;69;+1 lap;13;0;
2016/07/24;12;30;Jolyon Palmer;Renault;69;+1 lap;17;0;
2016/07/24;13;21;Esteban Gutierrez;Haas Ferrari;69;+1 lap;15;0;
2016/07/24;14;8;Romain Grosjean;Haas Ferrari;69;+1 lap;11;0;
2016/07/24;15;20;Kevin Magnussen;Renault;69;+1 lap;19;0;
2016/07/24;16;26;Daniil Kvyat;Toro Rosso Ferrari;69;+1 lap;12;0;
2016/07/24;17;12;Felipe Nasr;Sauber Ferrari;69;+1 lap;16;0;
2016/07/24;18;19;Felipe Massa;Williams Mercedes;68;+2 laps;18;0;
2016/07/24;19;94;Pascal Wehrlein;MRT Mercedes;68;+2 laps;20;0;
2016/07/24;20;9;Marcus Ericsson;Sauber Ferrari;68;+2 laps;0;0;
2016/07/24;21;88;Rio Haryanto;MRT Mercedes;68;+2 laps;21;0;
2016/07/24;NC;22;Jenson Button;McLaren Honda;60;DNF;8;0;
2016/07/31;1;44;Lewis Hamilton;Mercedes;67;1:30:44.200;2;25;
2016/07/31;2;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;67;+6.996s;3;18;
2016/07/31;3;33;Max Verstappen;Red Bull Racing TAG Heuer;67;+13.413s;4;15;
2016/07/31;4;6;Nico Rosberg;Mercedes;67;+15.845s;1;12;
2016/07/31;5;5;Sebastian Vettel;Ferrari;67;+32.570s;6;10;
2016/07/31;6;7;Kimi Raikkonen;Ferrari;67;+37.023s;5;8;
2016/07/31;7;27;Nico Hulkenberg;Force India Mercedes;67;+70.049s;8;6;
2016/07/31;8;22;Jenson Button;McLaren Honda;66;+1 lap;12;4;
2016/07/31;9;77;Valtteri Bottas;Williams Mercedes;66;+1 lap;7;2;
2016/07/31;10;11;Sergio Perez;Force India Mercedes;66;+1 lap;9;1;
2016/07/31;11;21;Esteban Gutierrez;Haas Ferrari;66;+1 lap;11;0;
2016/07/31;12;14;Fernando Alonso;McLaren Honda;66;+1 lap;13;0;
2016/07/31;13;8;Romain Grosjean;Haas Ferrari;66;+1 lap;20;0;
2016/07/31;14;55;Carlos Sainz;Toro Rosso Ferrari;66;+1 lap;15;0;
2016/07/31;15;26;Daniil Kvyat;Toro Rosso Ferrari;66;+1 lap;18;0;
2016/07/31;16;20;Kevin Magnussen;Renault;66;+1 lap;16;0;
2016/07/31;17;94;Pascal Wehrlein;MRT Mercedes;65;+2 laps;17;0;
2016/07/31;18;9;Marcus Ericsson;Sauber Ferrari;65;+2 laps;22;0;
2016/07/31;19;30;Jolyon Palmer;Renault;65;+2 laps;14;0;
2016/07/31;20;88;Rio Haryanto;MRT Mercedes;65;+2 laps;19;0;
2016/07/31;NC;12;Felipe Nasr;Sauber Ferrari;57;DNF;21;0;
2016/07/31;NC;19;Felipe Massa;Williams Mercedes;36;DNF;10;0;
2016/08/28;1;6;Nico Rosberg;Mercedes;44;1:44:51.058;1;25;
2016/08/28;2;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;44;+14.113s;5;18;
2016/08/28;3;44;Lewis Hamilton;Mercedes;44;+27.634s;21;15;
2016/08/28;4;27;Nico Hulkenberg;Force India Mercedes;44;+35.907s;7;12;
2016/08/28;5;11;Sergio Perez;Force India Mercedes;44;+40.660s;6;10;
2016/08/28;6;5;Sebastian Vettel;Ferrari;44;+45.394s;4;8;
2016/08/28;7;14;Fernando Alonso;McLaren Honda;44;+59.445s;22;6;
2016/08/28;8;77;Valtteri Bottas;Williams Mercedes;44;+60.151s;8;4;
2016/08/28;9;7;Kimi Raikkonen;Ferrari;44;+61.109s;3;2;
2016/08/28;10;19;Felipe Massa;Williams Mercedes;44;+65.873s;10;1;
2016/08/28;11;33;Max Verstappen;Red Bull Racing TAG Heuer;44;+71.138s;2;0;
2016/08/28;12;21;Esteban Gutierrez;Haas Ferrari;44;+73.877s;18;0;
2016/08/28;13;8;Romain Grosjean;Haas Ferrari;44;+76.474s;11;0;
2016/08/28;14;26;Daniil Kvyat;Toro Rosso Ferrari;44;+87.097s;19;0;
2016/08/28;15;30;Jolyon Palmer;Renault;44;+93.165s;13;0;
2016/08/28;16;31;Esteban Ocon;MRT Mercedes;43;+1 lap;17;0;
2016/08/28;17;12;Felipe Nasr;Sauber Ferrari;43;+1 lap;16;0;
2016/08/28;NC;20;Kevin Magnussen;Renault;5;DNF;12;0;
2016/08/28;NC;9;Marcus Ericsson;Sauber Ferrari;3;DNF;20;0;
2016/08/28;NC;55;Carlos Sainz;Toro Rosso Ferrari;1;DNF;14;0;
2016/08/28;NC;22;Jenson Button;McLaren Honda;1;DNF;9;0;
2016/08/28;NC;94;Pascal Wehrlein;MRT Mercedes;0;DNF;15;0;
2016/09/04;1;6;Nico Rosberg;Mercedes;53;1:17:28.089;2;25;
2016/09/04;2;44;Lewis Hamilton;Mercedes;53;+15.070s;1;18;
2016/09/04;3;5;Sebastian Vettel;Ferrari;53;+20.990s;3;15;
2016/09/04;4;7;Kimi Raikkonen;Ferrari;53;+27.561s;4;12;
2016/09/04;5;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;53;+45.295s;6;10;
2016/09/04;6;77;Valtteri Bottas;Williams Mercedes;53;+51.015s;5;8;
2016/09/04;7;33;Max Verstappen;Red Bull Racing TAG Heuer;53;+54.236s;7;6;
2016/09/04;8;11;Sergio Perez;Force India Mercedes;53;+64.954s;8;4;
2016/09/04;9;19;Felipe Massa;Williams Mercedes;53;+65.617s;11;2;
2016/09/04;10;27;Nico Hulkenberg;Force India Mercedes;53;+78.656s;9;1;
2016/09/04;11;8;Romain Grosjean;Haas Ferrari;52;+1 lap;17;0;
2016/09/04;12;22;Jenson Button;McLaren Honda;52;+1 lap;14;0;
2016/09/04;13;21;Esteban Gutierrez;Haas Ferrari;52;+1 lap;10;0;
2016/09/04;14;14;Fernando Alonso;McLaren Honda;52;+1 lap;12;0;
2016/09/04;15;55;Carlos Sainz;Toro Rosso Ferrari;52;+1 lap;15;0;
2016/09/04;16;9;Marcus Ericsson;Sauber Ferrari;52;+1 lap;19;0;
2016/09/04;17;20;Kevin Magnussen;Renault;52;+1 lap;21;0;
2016/09/04;18;31;Esteban Ocon;MRT Mercedes;51;+2 laps;22;0;
2016/09/04;NC;26;Daniil Kvyat;Toro Rosso Ferrari;36;DNF;16;0;
2016/09/04;NC;94;Pascal Wehrlein;MRT Mercedes;26;DNF;13;0;
2016/09/04;NC;30;Jolyon Palmer;Renault;7;DNF;20;0;
2016/09/04;NC;12;Felipe Nasr;Sauber Ferrari;6;DNF;18;0;
2016/09/18;1;6;Nico Rosberg;Mercedes;61;1:55:48.950;1;25;
2016/09/18;2;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;61;+0.488s;2;18;
2016/09/18;3;44;Lewis Hamilton;Mercedes;61;+8.038s;3;15;
2016/09/18;4;7;Kimi Raikkonen;Ferrari;61;+10.219s;5;12;
2016/09/18;5;5;Sebastian Vettel;Ferrari;61;+27.694s;22;10;
2016/09/18;6;33;Max Verstappen;Red Bull Racing TAG Heuer;61;+71.197s;4;8;
2016/09/18;7;14;Fernando Alonso;McLaren Honda;61;+89.198s;9;6;
2016/09/18;8;11;Sergio Perez;Force India Mercedes;61;+111.062s;17;4;
2016/09/18;9;26;Daniil Kvyat;Toro Rosso Ferrari;61;+111.557s;7;2;
2016/09/18;10;20;Kevin Magnussen;Renault;61;+119.952s;15;1;
2016/09/18;11;21;Esteban Gutierrez;Haas Ferrari;60;+1 lap;13;0;
2016/09/18;12;19;Felipe Massa;Williams Mercedes;60;+1 lap;11;0;
2016/09/18;13;12;Felipe Nasr;Sauber Ferrari;60;+1 lap;16;0;
2016/09/18;14;55;Carlos Sainz;Toro Rosso Ferrari;60;+1 lap;6;0;
2016/09/18;15;30;Jolyon Palmer;Renault;60;+1 lap;18;0;
2016/09/18;16;94;Pascal Wehrlein;MRT Mercedes;60;+1 lap;19;0;
2016/09/18;17;9;Marcus Ericsson;Sauber Ferrari;60;+1 lap;14;0;
2016/09/18;18;31;Esteban Ocon;MRT Mercedes;59;+2 laps;21;0;
2016/09/18;NC;22;Jenson Button;McLaren Honda;43;DNF;12;0;
2016/09/18;NC;77;Valtteri Bottas;Williams Mercedes;35;DNF;10;0;
2016/09/18;NC;27;Nico Hulkenberg;Force India Mercedes;0;DNF;8;0;
