2016/09/18;NC;8;Romain Grosjean;Haas Ferrari;0;DNS;20;0;
2016/10/02;1;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;56;1:37:12.776;4;25;
2016/10/02;2;33;Max Verstappen;Red Bull Racing TAG Heuer;56;+2.443s;3;18;
2016/10/02;3;6;Nico Rosberg;Mercedes;56;+25.516s;2;15;
2016/10/02;4;7;Kimi Raikkonen;Ferrari;56;+28.785s;6;12;
2016/10/02;5;77;Valtteri Bottas;Williams Mercedes;56;+61.582s;11;10;
2016/10/02;6;11;Sergio Perez;Force India Mercedes;56;+63.794s;7;8;
2016/10/02;7;14;Fernando Alonso;McLaren Honda;56;+65.205s;22;6;
2016/10/02;8;27;Nico Hulkenberg;Force India Mercedes;56;+74.062s;8;4;
2016/10/02;9;22;Jenson Button;McLaren Honda;56;+81.816s;9;2;
2016/10/02;10;30;Jolyon Palmer;Renault;56;+95.466s;19;1;
2016/10/02;11;55;Carlos Sainz;Toro Rosso Ferrari;56;+98.878s;16;0;
2016/10/02;12;9;Marcus Ericsson;Sauber Ferrari;55;+1 lap;17;0;
2016/10/02;13;19;Felipe Massa;Williams Mercedes;55;+1 lap;10;0;
2016/10/02;14;26;Daniil Kvyat;Toro Rosso Ferrari;55;+1 lap;15;0;
2016/10/02;15;94;Pascal Wehrlein;MRT Mercedes;55;+1 lap;21;0;
2016/10/02;16;31;Esteban Ocon;MRT Mercedes;55;+1 lap;20;0;
2016/10/02;NC;12;Felipe Nasr;Sauber Ferrari;46;DNF;18;0;
2016/10/02;NC;44;Lewis Hamilton;Mercedes;40;DNF;1;0;
2016/10/02;NC;21;Esteban Gutierrez;Haas Ferrari;39;DNF;13;0;
2016/10/02;NC;20;Kevin Magnussen;Renault;17;DNF;14;0;
2016/10/02;NC;8;Romain Grosjean;Haas Ferrari;7;DNF;12;0;
2016/10/02;NC;5;Sebastian Vettel;Ferrari;0;DNF;5;0;
2016/10/09;1;6;Nico Rosberg;Mercedes;53;1:26:43.333;1;25;
2016/10/09;2;33;Max Verstappen;Red Bull Racing TAG Heuer;53;+4.978s;3;18;
2016/10/09;3;44;Lewis Hamilton;Mercedes;53;+5.776s;2;15;
2016/10/09;4;5;Sebastian Vettel;Ferrari;53;+20.269s;6;12;
2016/10/09;5;7;Kimi Raikkonen;Ferrari;53;+28.370s;8;10;
2016/10/09;6;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;53;+33.941s;4;8;
2016/10/09;7;11;Sergio Perez;Force India Mercedes;53;+57.495s;5;6;
2016/10/09;8;27;Nico Hulkenberg;Force India Mercedes;53;+59.177s;9;4;
2016/10/09;9;19;Felipe Massa;Williams Mercedes;53;+97.763s;12;2;
2016/10/09;10;77;Valtteri Bottas;Williams Mercedes;53;+98.323s;11;1;
2016/10/09;11;8;Romain Grosjean;Haas Ferrari;53;+99.254s;7;0;
2016/10/09;12;30;Jolyon Palmer;Renault;52;+1 lap;16;0;
2016/10/09;13;26;Daniil Kvyat;Toro Rosso Ferrari;52;+1 lap;13;0;
2016/10/09;14;20;Kevin Magnussen;Renault;52;+1 lap;17;0;
2016/10/09;15;9;Marcus Ericsson;Sauber Ferrari;52;+1 lap;18;0;
2016/10/09;16;14;Fernando Alonso;McLaren Honda;52;+1 lap;15;0;
2016/10/09;17;55;Carlos Sainz;Toro Rosso Ferrari;52;+1 lap;14;0;
2016/10/09;18;22;Jenson Button;McLaren Honda;52;+1 lap;22;0;
2016/10/09;19;12;Felipe Nasr;Sauber Ferrari;52;+1 lap;19;0;
2016/10/09;20;21;Esteban Gutierrez;Haas Ferrari;52;+1 lap;10;0;
2016/10/09;21;31;Esteban Ocon;MRT Mercedes;52;+1 lap;20;0;
2016/10/09;22;94;Pascal Wehrlein;MRT Mercedes;52;+1 lap;21;0;
2016/10/23;1;44;Lewis Hamilton;Mercedes;56;1:38:12.618;1;25;
2016/10/23;2;6;Nico Rosberg;Mercedes;56;+4.520s;2;18;
2016/10/23;3;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;56;+19.692s;3;15;
2016/10/23;4;5;Sebastian Vettel;Ferrari;56;+43.134s;6;12;
2016/10/23;5;14;Fernando Alonso;McLaren Honda;56;+93.953s;12;10;
2016/10/23;6;55;Carlos Sainz;Toro Rosso Ferrari;56;+96.124s;10;8;
2016/10/23;7;19;Felipe Massa;Williams Mercedes;55;+1 lap;9;6;
2016/10/23;8;11;Sergio Perez;Force India Mercedes;55;+1 lap;11;4;
2016/10/23;9;22;Jenson Button;McLaren Honda;55;+1 lap;19;2;
2016/10/23;10;8;Romain Grosjean;Haas Ferrari;55;+1 lap;17;1;
2016/10/23;11;26;Daniil Kvyat;Toro Rosso Ferrari;55;+1 lap;13;0;
2016/10/23;12;20;Kevin Magnussen;Renault;55;+1 lap;18;0;
2016/10/23;13;30;Jolyon Palmer;Renault;55;+1 lap;15;0;
2016/10/23;14;9;Marcus Ericsson;Sauber Ferrari;55;+1 lap;16;0;
2016/10/23;15;12;Felipe Nasr;Sauber Ferrari;55;+1 lap;21;0;
2016/10/23;16;77;Valtteri Bottas;Williams Mercedes;55;+1 lap;8;0;
2016/10/23;17;94;Pascal Wehrlein;MRT Mercedes;55;+1 lap;20;0;
2016/10/23;18;31;Esteban Ocon;MRT Mercedes;54;+2 laps;22;0;
2016/10/23;NC;7;Kimi Raikkonen;Ferrari;38;DNF;5;0;
2016/10/23;NC;33;Max Verstappen;Red Bull Racing TAG Heuer;28;DNF;4;0;
2016/10/23;NC;21;Esteban Gutierrez;Haas Ferrari;16;DNF;14;0;
2016/10/23;NC;27;Nico Hulkenberg;Force India Mercedes;1;DNF;7;0;
2016/10/30;1;44;Lewis Hamilton;Mercedes;71;1:40:31.402;1;25;
2016/10/30;2;6;Nico Rosberg;Mercedes;71;+8.354s;2;18;
2016/10/30;3;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;71;+20.858s;4;15;
2016/10/30;4;33;Max Verstappen;Red Bull Racing TAG Heuer;71;+21.323s;3;12;
2016/10/30;5;5;Sebastian Vettel;Ferrari;71;+27.313s;7;10;
2016/10/30;6;7;Kimi Raikkonen;Ferrari;71;+49.376s;6;8;
2016/10/30;7;27;Nico Hulkenberg;Force India Mercedes;71;+58.891s;5;6;
2016/10/30;8;77;Valtteri Bottas;Williams Mercedes;71;+65.612s;8;4;
2016/10/30;9;19;Felipe Massa;Williams Mercedes;71;+76.206s;9;2;
2016/10/30;10;11;Sergio Perez;Force India Mercedes;71;+76.798s;12;1;
2016/10/30;11;9;Marcus Ericsson;Sauber Ferrari;70;+1 lap;15;0;
2016/10/30;12;22;Jenson Button;McLaren Honda;70;+1 lap;13;0;
2016/10/30;13;14;Fernando Alonso;McLaren Honda;70;+1 lap;11;0;
2016/10/30;14;30;Jolyon Palmer;Renault;70;+1 lap;21;0;
2016/10/30;15;12;Felipe Nasr;Sauber Ferrari;70;+1 lap;19;0;
2016/10/30;16;55;Carlos Sainz;Toro Rosso Ferrari;70;+1 lap;10;0;
2016/10/30;17;20;Kevin Magnussen;Renault;70;+1 lap;14;0;
2016/10/30;18;26;Daniil Kvyat;Toro Rosso Ferrari;70;+1 lap;18;0;
2016/10/30;19;21;Esteban Gutierrez;Haas Ferrari;70;+1 lap;17;0;
2016/10/30;20;8;Romain Grosjean;Haas Ferrari;70;+1 lap;0;0;
2016/10/30;21;31;Esteban Ocon;MRT Mercedes;69;+2 laps;20;0;
2016/10/30;NC;94;Pascal Wehrlein;MRT Mercedes;0;DNF;16;0;
2016/11/13;1;44;Lewis Hamilton;Mercedes;71;3:01:01.335;1;25;
2016/11/13;2;6;Nico Rosberg;Mercedes;71;+11.455s;2;18;
2016/11/13;3;33;Max Verstappen;Red Bull Racing TAG Heuer;71;+21.481s;4;15;
2016/11/13;4;11;Sergio Perez;Force India Mercedes;71;+25.346s;9;12;
2016/11/13;5;5;Sebastian Vettel;Ferrari;71;+26.334s;5;10;
2016/11/13;6;55;Carlos Sainz;Toro Rosso Ferrari;71;+29.160s;15;8;
2016/11/13;7;27;Nico Hulkenberg;Force India Mercedes;71;+29.827s;8;6;
2016/11/13;8;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;71;+30.486s;6;4;
2016/11/13;9;12;Felipe Nasr;Sauber Ferrari;71;+42.620s;21;2;
2016/11/13;10;14;Fernando Alonso;McLaren Honda;71;+44.432s;10;1;
2016/11/13;11;77;Valtteri Bottas;Williams Mercedes;71;+45.292s;11;0;
2016/11/13;12;31;Esteban Ocon;MRT Mercedes;71;+45.809s;22;0;
2016/11/13;13;26;Daniil Kvyat;Toro Rosso Ferrari;71;+51.192s;14;0;
2016/11/13;14;20;Kevin Magnussen;Renault;71;+51.555s;18;0;
2016/11/13;15;94;Pascal Wehrlein;MRT Mercedes;71;+60.498s;19;0;
2016/11/13;16;22;Jenson Button;McLaren Honda;71;+81.994s;17;0;
2016/11/13;NC;21;Esteban Gutierrez;Haas Ferrari;60;DNF;12;0;
2016/11/13;NC;19;Felipe Massa;Williams Mercedes;46;DNF;13;0;
2016/11/13;NC;30;Jolyon Palmer;Renault;20;DNF;16;0;
2016/11/13;NC;7;Kimi Raikkonen;Ferrari;19;DNF;3;0;
2016/11/13;NC;9;Marcus Ericsson;Sauber Ferrari;11;DNF;20;0;
2016/11/13;NC;8;Romain Grosjean;Haas Ferrari;0;DNS;7;0;
2016/11/27;1;44;Lewis Hamilton;Mercedes;55;1:38:04.013;1;25;
2016/11/27;2;6;Nico Rosberg;Mercedes;55;+0.439s;2;18;
2016/11/27;3;5;Sebastian Vettel;Ferrari;55;+0.843s;5;15;
2016/11/27;4;33;Max Verstappen;Red Bull Racing TAG Heuer;55;+1.685s;6;12;
2016/11/27;5;3;Daniel Ricciardo;Red Bull Racing TAG Heuer;55;+5.315s;3;10;
2016/11/27;6;7;Kimi Raikkonen;Ferrari;55;+18.816s;4;8;
2016/11/27;7;27;Nico Hulkenberg;Force India Mercedes;55;+50.114s;7;6;
2016/11/27;8;11;Sergio Perez;Force India Mercedes;55;+58.776s;8;4;
2016/11/27;9;19;Felipe Massa;Williams Mercedes;55;+59.436s;10;2;
2016/11/27;10;14;Fernando Alonso;McLaren Honda;55;+59.896s;9;1;
2016/11/27;11;8;Romain Grosjean;Haas Ferrari;55;+76.777s;14;0;
2016/11/27;12;21;Esteban Gutierrez;Haas Ferrari;55;+95.113s;13;0;
2016/11/27;13;31;Esteban Ocon;MRT Mercedes;54;+1 lap;20;0;
2016/11/27;14;94;Pascal Wehrlein;MRT Mercedes;54;+1 lap;16;0;
2016/11/27;15;9;Marcus Ericsson;Sauber Ferrari;54;+1 lap;22;0;
2016/11/27;16;12;Felipe Nasr;Sauber Ferrari;54;+1 lap;19;0;
2016/11/27;17;30;Jolyon Palmer;Renault;54;+1 lap;15;0;
2016/11/27;NC;55;Carlos Sainz;Toro Rosso Ferrari;41;DNF;21;0;
2016/11/27;NC;26;Daniil Kvyat;Toro Rosso Ferrari;14;DNF;17;0;
2016/11/27;NC;22;Jenson Button;McLaren Honda;12;DNF;12;0;
2016/11/27;NC;77;Valtteri Bottas;Williams Mercedes;6;DNF;11;0;
2016/11/27;NC;20;Kevin Magnussen;Renault;5;DNF;18;0;
